budget,genres,id,keywords,popularity,production_companies,production_countries,release_date,revenue,runtime,title,vote_average,vote_count,cast,crew
85000000,Adventure/Action/Science Fiction,157350,based on novel/dystopia/youth/dystopic future/caste system/divergent/based on young adult novel,80.316463,Summit Entertainment/Red Wagon Entertainment,United States of America,2014-03-14,288747895,139.0,Divergent,6.9,4663,Shailene Woodley/Theo James/Kate Winslet/Miles Teller/Ray Stevenson/Maggie Q/Zoë Kravitz/Ansel Elgort/Jai Courtney/Ashley Judd/Tony Goldwyn/Mekhi Phifer/Ben Lloyd-Hughes/Christian Madsen/Amy Newbold/Parker Mack/Brandon Cyrus/Janet Ulrich Brooks/Yasmine Aker/Nathan Geist/Jaiden Hidalgo,Neil Burger
68000000,War,853,winter/sniper/world war ii/stalingrad,41.273567,Paramount Pictures/Swanford Films/Mandalay Pictures/Little Bird/KC Medien/Reperage/DOS/MP Film Management,Ireland/United States of America/Germany/United Kingdom,2001-03-13,96976270,131.0,Enemy at the Gates,7.2,999,Jude Law/Rachel Weisz/Ed Harris/Joseph Fiennes/Bob Hoskins/Ron Perlman/Eva Mattes/Gabriel Thomson/Matthias Habich/Alexander Schwan/Lenn Kudrjawizki/Gennadi Vengerov/Dan van Husen/Ivan Shvedoff/Sophie Rois/Mikhail Matveev,Jean-Jacques Annaud
85000000,Adventure/Action/Comedy/Thriller,10159,hunter/bounty/bounty hunter/fight/amazon/treasure hunt/jungle,24.107835,Columbia Pictures/Universal Pictures/Strike Entertainment/WWE Studios/Misher Films/IM3 Entertainment,United States of America,2003-09-26,80916492,104.0,The Rundown,6.4,514,"Dwayne Johnson/Seann William Scott/Rosario Dawson/Christopher Walken/Ernie Reyes, Jr./Ewen Bremner/Jon Gries/William Lucking/Stuart F. Wilson/Dennis Keiffer/Garrett Warren/Toby Holguin/Stephen Bishop/Paul S. Power/Chuck Norman/Jamal Duff/John Duff/Jeff Chase/Price Jackson/Anthony Diaz-Perez/Arnold Schwarzenegger",Peter Berg
85000000,Adventure/Fantasy/Action/Comedy/Family,9593,magic/movie in movie/spoof/magical object/cartoon cat/ticket/self-referential/projectionist/child's point of view,32.044191,Columbia Pictures Corporation/Oak Productions,United States of America,1993-06-18,137298489,130.0,Last Action Hero,6.1,712,Arnold Schwarzenegger/F. Murray Abraham/Art Carney/Charles Dance/Frank McRae/Tom Noonan/Anthony Quinn/Mercedes Ruehl/Austin O'Brien/Robert Prosky/Ian McKellen/Joan Plowright/Leeza Gibbons/Tina Turner/Noah Emmerich/Colleen Camp/Danny DeVito/Jean-Claude Van Damme/Bridgette Wilson/Michael V. Gazzo/Chevy Chase/Jim Belushi,John McTiernan
85000000,Drama/History/Romance,1904,japan/prostitute/sister sister relationship/brothel/world war ii/geisha,16.595874,DreamWorks SKG/Spyglass Entertainment/Columbia Pictures Corporation/Red Wagon Productions,United States of America,2005-12-06,162242962,145.0,Memoirs of a Geisha,7.3,652,Zhang Ziyi/Gong Li/Youki Kudoh/Tsai Chin/Suzuka Ohgo/Ken Watanabe/Michelle Yeoh/Navia Nguyen/Koji Yakusho/Kaori Momoi/Zoe Weizenbaum/Cary-Hiroyuki Tagawa/Kenneth Tsang/Randall Duk Kim/Paul Adelstein/Ted Levine/Samantha Futerman/Karl Yune/Togo Igawa/Elizabeth Sung/Eugenia Yuan,Rob Marshall
85000000,Action/Crime/Drama/Thriller,9615,car race/car journey/car mechanic/auto/car garage/auto-tuning/drifting/car/automobile racing,8.282876,Universal Pictures,Japan/United States of America,2006-06-03,158468292,104.0,The Fast and the Furious: Tokyo Drift,6.1,1705,Lucas Black/Nathalie Kelley/Sung Kang/Shad Moss/Brian Tee/Leonardo Nam/Brian Goodman/Zachery Ty Bryan/Nikki Griffin/Jason Tobin/Keiko Kitagawa/Lynda Boyd/Sonny Chiba/Vin Diesel/Damien Marzett/Trula M. Marcus/Brandon Brendel/Daniel Booko/David V. Thomas/Amber Stevens/Ashika Gogna/Christian Salazar/Kevin Caira/Julius Trey Sanford/Danny Ray McDonald II/Vincent Laresca/Joseph Crumpton/Yoko Maki/Rie Shibata/Toshi Hayama/Atley Siauw/Kazuki Namioka/Hiroshi Hatayama/Kaila Yu/Aiko Tanaka/Satoshi Tsumabuki/Konishiki/Caroline de Souza Correa/Silvia Šuvadová/Keiichi Tsuchiya/Kazutoshi Wadakura/Jimmy Lin/Verena Mei/Mari Jaramillo/Shôko Nakagawa/Mikiko Yano/Wendy Watanabe/Tina Tsunoda/Koji Kataoka/Tak Kubota/Stuart Yee/Mitsuki Koga/Hidesuke Motoki/Britten Kelley/Kevin Ryan/Alden Ray,Justin Lin
0,Drama/Animation/Family/Comedy,51052,holiday/santa claus/duringcreditsstinger/woman director/christmas,19.83683,Columbia Pictures/Aardman Animations/Sony Pictures Animation,United States of America,2011-02-22,0,97.0,Arthur Christmas,6.7,333,James McAvoy/Hugh Laurie/Bill Nighy/Jim Broadbent/Imelda Staunton/Ashley Jensen/Marc Wootton/Laura Linney/Eva Longoria/Ramona Marquez/Michael Palin/Dominic West/Joan Cusack/Sanjeev Bhaskar/Robbie Coltrane/Rhys Darby/Jane Horrocks/Iain McKee/Andy Serkis/Peter Baynham/Stewart Lee/Kevin Eldon/Danny John-Jules/Bronagh Gallagher/Rich Fulcher/Cody Cameron/Kevin Cecil/Emma Kennedy/Sarah Smith/Pete Jack/Seamus Malone/Kris Pearn/Alan Short/Adam Tandy/Seeta Indrani/Finlay Duff/Ryan Patrick Donahoe/Rich Hall/Clint Dyer/Donnie Long/Jerry Lambert/David Schneider/Deborah Findlay/Ian Ashpitel/Julia Davis/Kerry Shale/Tamsin Greig/Alistair McGowan,Barry Cook
90000000,Fantasy/Drama/Mystery,297,life and death/love at first sight/broken engagement/fireworks/religion and supernatural/teenage crush/fate/doctor/millionaire,36.069611,Universal Pictures/City Light Films,United States of America,1998-11-12,142940100,178.0,Meet Joe Black,6.9,1147,Brad Pitt/Anthony Hopkins/Claire Forlani/Jeffrey Tambor/Marcia Gay Harden/Jake Weber/David S. Howard/Lois Kelly-Miller/Jahnni St. John/Richard Clarke/June Squibb,Martin Brest
85000000,Action/Thriller/Drama,9884,terrorist/fbi/colombia/firemen/revenge/explosion/car explosion/bomb attack,18.827753,David Foster Productions/Bel Air Entertainment/Warner Bros./Hacienda Productions,United States of America,2002-02-06,78382433,108.0,Collateral Damage,5.5,427,Arnold Schwarzenegger/Francesca Neri/Elias Koteas/Cliff Curtis/John Turturro/John Leguizamo/Jane Lynch/Harry Lennix/Lindsay Frost/Tyler Posey/Rick Worthy/Madison Mason/Miguel Sandoval/Michael Cavanaugh/Nicholas Pryor/Rodrigo Obregón/J. Kenneth Campbell/Michael Milhoan/Jorge Zepeda/Ethan Dampf/Jsu Garcia,Andrew Davis
0,Drama/Music,16858,show business/film making/tap dancing/movie in movie/divorce/tv show in film/stand-up comedian/broadway/rainstorm/surgery/dream sequence/editing/semi autobiographical/restroom/screening room/amphetamine/prescription drug abuse,5.159407,Twentieth Century Fox Film Corporation/Columbia Pictures Corporation,United States of America,1979-12-20,37823676,123.0,All That Jazz,7.3,85,Roy Scheider/Jessica Lange/Leland Palmer/Ann Reinking/Ben Vereen/Cliff Gorman/Erzsebet Foldi/Michael Tolan/Max Wright/William LeMassena/Irene Kane/Deborah Geffner/Kathryn Doby/Anthony Holland/Robert Hitt/David Margulies/Sue Paul/Keith Gordon/Frankie Man/Alan Heim/John Lithgow/Sandahl Bergman/CCH Pounder/Wallace Shawn,Bob Fosse
85000000,Adventure/Fantasy/Drama/Comedy/Science Fiction/Family,62764,attempted murder/fairy tale/black magic/cockroach/villainess/good vs evil/woman fights man/insecurity/mirror/snow kingdom/snow white/evil queen/enchantress/gala/financial problem/pendant/half naked man/returning money/evil plot/duringcreditsstinger,48.126296999999994,Relativity Media/Misher Films/Yucaipa Films/Goldmann Pictures/Rat Entertainment/Misha Films,United States of America,2012-03-15,183018522,106.0,Mirror Mirror,5.5,1114,Julia Roberts/Lily Collins/Armie Hammer/Nathan Lane/Martin Klebba/Jordan Prentice/Mark Povinelli/Joe Gnoffo/Danny Woodburn/Sebastian Saraceno/Ronald Lee Clark/Robert Emms/Mare Winningham/Michael Lerner/Sean Bean/Bonnie Bentley/Arthur Holden/Kwasi Songui/Eric Davis/Kathleen Fee/Nadia Verrucci/Dawn Ford/Alex Ivanovici/Richard Jutras/Mélodie Simard/Kimberly-Sue Murray/Lisa Roberts Gillan/Adam Butcher/André Lanthier/Lisa Noto/William Calvert/Nicholas Guest/Frank Welker,Tarsem Singh
60000000,Action/Adventure/Comedy,22538,whipping/hipster/underage girlfriend/animated flashback/character's point of view camera shot/unconsciousness/girl fight/vegan/aftercreditsstinger,38.885195,Universal Pictures/Marc Platt Productions,United States of America/Canada,2010-07-27,47664559,112.0,Scott Pilgrim vs. the World,7.2,2126,Michael Cera/Mary Elizabeth Winstead/Kieran Culkin/Chris Evans/Anna Kendrick/Alison Pill/Brandon Routh/Jason Schwartzman/Ellen Wong/Satya Bhabha/Mae Whitman/Johnny Simmons/Brie Larson/Mark Webber/Erik Knudsen/Aubrey Plaza/Nelson Franklin/Jean Yoon/Kristina Pesic/Abigail Chu/Ben Lewis/Ingrid Haas/Chantelle Chung/Emily Kassie/John Patrick Amedori/Marlee Otto/Will Seatle Bowes/Thomas Jane/Clifton Collins Jr/Bill Hader,Edgar Wright
60000000,Action/Thriller/Adventure/Science Fiction,9341,magnetic field/center of the earth/disaster film,29.211254999999998,Paramount Pictures/David Foster Productions/Horsepower Films/LivePlanet/Core Productions/Munich Film Partners New Century & Company (MFP) Core Productions,United States of America/Canada/Germany,2003-03-28,74208267,136.0,The Core,5.4,516,Aaron Eckhart/Hilary Swank/Delroy Lindo/Stanley Tucci/Tchéky Karyo/DJ Qualls/Richard Jenkins/Bruce Greenwood/Christopher Shyer/Ray Galletti/Eileen Pedde/Rekha Sharma/Tom Scholte/Glenn Morshower/Anthony Harrison/Alfre Woodard/Fred Keating/Bart Anderson/Nicole Leroux/Justin Callan/Chris Humphreys/Dion Johnstone/Fred Ewanuick/Hrothgar Mathews/Ming-Tzong Hong/Jennifer Spence/Michael St. John Smith/John Shaw/Nickolas Baric/Rosa Di Brigida/Roberto Roberto/Ermanno De Biagi/Marcello Laurentis/Matt Winston/Claire Riley/Marke Driesschen/Laurie Murdoch/Costa Spanos/Monique Martel/Lenie Scoffié/Nathaniel DeVeaux/Robert Manitopyes/Alejandro Abellan/Benjamin Barton/Angelica Hayden/Robert Paul Lewis/Alec Medlock/Alonso Oyarzun/Priscilla Poland/Shawn Green/Greg Bennett/Jeffrey Gold/Rick Kain/Pamela Martin,Jon Amiel
84000000,Fantasy/Comedy/Romance/Science Fiction,12107,alter ego/mad scientist/family/dean/duringcreditsstinger/research laboratory,17.783361,Imagine Entertainment/Universal Pictures,United States of America,2000-07-27,123307945,106.0,Nutty Professor II: The Klumps,4.7,332,Eddie Murphy/Janet Jackson/Larry Miller/John Ales/Richard Gant/Anna Maria Horsford/Melinda McGraw/Jamal Mixon/Gabriel Williams/Chris Elliott/Duffy Taylor/Earl Boen/Nikki Cox/Sylvester Jenkins/Wanda Sykes/Charles Walker/Enya Flack/Freda Payne/Harry S. Murphy,Peter Segal
84000000,Mystery/Adventure/Comedy,9637,amateur detective/voodoo/resort/crime solving,31.435539000000002,Atlas Entertainment/Mosaic Media Group/Warner Bros.,United States of America,2002-06-14,275650703,88.0,Scooby-Doo,5.4,820,"Freddie Prinze Jr./Sarah Michelle Gellar/Matthew Lillard/Linda Cardellini/Rowan Atkinson/Neil Fanning/Scott Innes/Isla Fisher/Pamela Anderson/Mark McGrath/Miguel A. Núñez, Jr.",Raja Gosnell
50000000,Action/Science Fiction,49049,usa/corruption/crime fighter/judge/metropolis/law/post-apocalyptic/dystopia/executive case/police/futuristic/based on comic book/gore/survival/gunfight/gangster/extreme violence/psychic/violence/criminal/justice/drug lord/based on graphic novel/dystopic future/dark humor/expert marksman/rookie/dredd/2000 ad,57.67393199999999,DNA Films/Reliance BIG Entertainment/IM Global/Rena Film/Peach Trees,South Africa/United Kingdom/United States of America/India,2012-09-07,41037742,95.0,Dredd,6.6,1940,Karl Urban/Olivia Thirlby/Lena Headey/Wood Harris/Jason Cope/Domhnall Gleeson/Rakie Ayola/Deobia Oparei/Langley Kirkwood/Warrick Grier/Scott Sparrow/Porteus Xandau/Joe Vaz/Nicole Bailey/Karl Thaning,Pete Travis
82500000,Comedy/Drama/Fantasy/Romance,9339,regret/workaholic/heart attack/architect/dying and death/time travel/remote control/children/liposuction/hospital/wedding/dog/second chance/alternate reality/fatherhood/obese,41.176631,Original Film/Columbia Pictures Corporation/Revolution Studios/Happy Madison Productions,United States of America,2006-06-22,237681299,107.0,Click,6.0,2104,Adam Sandler/Kate Beckinsale/Christopher Walken/David Hasselhoff/Henry Winkler/Julie Kavner/Sean Astin/Joseph Castanon/Jonah Hill/Jake Hoffman/Tatum McCann/Lorraine Nicholson/Katie Cassidy/Cameron Monaghan/Jennifer Coolidge/Rob Schneider/Elizabeth DeCicco/Nick Swardson/Terry Crews/Rachel Dratch/Jenae Altschwager/James Earl Jones/Jason Sandler/Billy Slaughter,Frank Coraci
8000000,Horror/Comedy/Fantasy,16281,monster/halloween/meteor/buried alive/cockroach/anthology/based on comic book/gore/animated sequence/zombie/living dead,13.661289000000002,Warner Bros./Creepshow Films Inc./Laurel Entertainment Inc.,United States of America,1982-11-12,21028755,120.0,Creepshow,6.7,226,Hal Holbrook/Adrienne Barbeau/Fritz Weaver/Leslie Nielsen/Carrie Nye/E.G. Marshall/Viveca Lindfors/Ed Harris/Ted Danson/Stephen King/Warner Shook/Gaylen Ross/Jon Lormer/Bingo O'Malley/John Amplas/David Early/Iva Jean Saraceni/Christine Forrest/Tom Savini/Tom Atkins/Ann Muffly,George A. Romero
85000000,Comedy/Family,39691,torture/aftercreditsstinger/duringcreditsstinger/3d,11.77398,Village Roadshow Pictures,United States of America/Australia,2010-07-30,112483764,82.0,Cats & Dogs 2 : The Revenge of Kitty Galore,4.9,119,James Marsden/Nick Nolte/Christina Applegate/Bette Midler/Pascale Hutton/Katt Williams/Neil Patrick Harris/Sean Hayes/Wallace Shawn/Roger Moore/Joe Pantoliano/Michael Clarke Duncan/Chris O'Donnell/Jack McBrayer/Fred Armisen/Kiernan Shipka/Paul Rodríguez/J.K. Simmons,Brad Peyton
85000000,Adventure/Fantasy/Science Fiction,8247,adolescence/based on novel/loss of child/fight/chase/teleportation/supernatural powers/leap in time/enemy/motherly love,21.218000000000004,Dune Entertainment/Hypnotic/New Regency Pictures,Canada/United States of America,2008-02-10,222231186,88.0,Jumper,5.9,1799,Hayden Christensen/Jamie Bell/Samuel L. Jackson/Rachel Bilson/Michael Rooker/Diane Lane/AnnaSophia Robb/Max Thieriot/Jesse James/Tom Hulce/Kristen Stewart/Teddy Dunn/Barbara Garrick/Michael Winther/Massimiliano Pazzaglia/Shawn Roberts/Nathalie Cox/Meredith Henderson/Tony Nappo/Clark Beasley Jr./Valentino Visentini,Doug Liman
85000000,Adventure/Fantasy/Science Fiction,11253,auction/northern ireland/resignation/superhero/rebellion/violence/spear/cut arm/split screen/superhero team/arm ripped off/super villain/remorse/self exile/vanishing figure/father son conflict,58.57976,Universal Pictures/Dark Horse Entertainment/Lawrence Gordon Productions/Mid Atlantic Films/Relativity Media/Internationale Filmproduktion Eagle,Germany/United States of America,2008-07-11,160388063,120.0,Hellboy II: The Golden Army,6.5,1527,Ron Perlman/Selma Blair/Jeffrey Tambor/Doug Jones/John Hurt/Luke Goss/John Alexander/James Dodd/Seth MacFarlane/Anna Walton/Brian Steele,Guillermo del Toro
65000000,Crime/Drama/Mystery/Thriller,1949,california/san francisco/killing/journalist/newspaper/mass murder/planned murder/embassy/victim/threat to death/victim of murder/code/police/murder/serial killer/reporter,51.970905,Paramount Pictures/Warner Bros./Phoenix Pictures,United States of America,2007-03-02,84785914,157.0,Zodiac,7.3,2023,Jake Gyllenhaal/Robert Downey Jr./Mark Ruffalo/Anthony Edwards/Brian Cox/Elias Koteas/Chloë Sevigny/John Carroll Lynch/Ed Setrakian/John Getz/John Terry/Candy Clark/Dermot Mulroney/Brett Rickaby/Clea DuVall/Donal Logue/June Diane Raphael/Jimmi Simpson/Charles Fleischer/Philip Baker Hall/Adam Goldberg/Zach Grenier/John Lacy/Bob Stephenson/Richmond Arquette/Michel Francoeur,David Fincher
82000000,Science Fiction,8452,clone/future/murder/cloning/laser gun/dystopic future/implanted memory/sci-fi thriller,18.447479,Phoenix Pictures,United States of America,2000-11-17,96085477,123.0,The 6th Day,5.7,595,Arnold Schwarzenegger/Michael Rapaport/Tony Goldwyn/Michael Rooker/Sarah Wynter/Robert Duvall/Wendy Crewson/Taylor Anne Reid/Alexandra Castillo/Steve Bacic/Wanda Cannon/Andrew McIlroy,Roger Spottiswoode
80000000,Fantasy/Comedy,310,christianity/moon/responsability/moses/street gang/lovesickness/journalism/new love/faith/prayer/god/car crash,109.68478799999998,Universal Pictures/Spyglass Entertainment/Shady Acres Entertainment/Pit Bull Productions,United States of America,2003-05-23,484572835,101.0,Bruce Almighty,6.4,3012,Jim Carrey/Jennifer Aniston/Philip Baker Hall/Catherine Bell/Lisa Ann Walter/Steve Carell/Nora Dunn/Paul Satterfield/Morgan Freeman/Eddie Jemison/Don Dowe,Tom Shadyac
80000000,Thriller/Adventure/Action,27578,tattoo/martial arts/sniper/island/mercenary/bridge/rescue/escape/church/drug/blade/ensemble cast/duringcreditsstinger,77.58066099999999,Millennium Films,United States of America,2010-08-03,274470394,103.0,The Expendables,6.0,2926,Sylvester Stallone/Jason Statham/Dolph Lundgren/Eric Roberts/Randy Couture/Steve Austin/David Zayas/Giselle Itié/Terry Crews/Mickey Rourke/Bruce Willis/Arnold Schwarzenegger/Charisma Carpenter/Amin Joseph/Senyo Amoaku/Hank Amos/Antonio Rodrigo Nogueira/Sassa Nacimento/R.A. Rondell/Tze Yep/Gary Daniels/Jet Li,Sylvester Stallone
80000000,Adventure/Action/Thriller,954,paris/london england/spy/cia/terrorist/secret identity/undercover/arms deal/headquarter/secret base/secret mission/prague/embassy/secret agent/tgv/computer/mission/based on tv series/espionage/agent,75.290998,Paramount Pictures/Cruise/Wagner Productions,United States of America,1996-05-22,457696359,110.0,Mission: Impossible,6.7,2631,Tom Cruise/Jon Voight/Emmanuelle Béart/Henry Czerny/Jean Reno/Ving Rhames/Kristin Scott Thomas/Vanessa Redgrave/Dale Dye/Marcel Iureș/Ion Caramitru/Ingeborga Dapkunaite/Valentina Yakunina/Marek Vašut/Nathan Osgood/Emilio Estevez/Michael Rogers/Keith Campbell/John McLaughlin/Karel Dobrý/Andreas Wisniewski/Ricco Ross/Mark Houghton/Annabel Mullion/Garrick Hagon/Olegar Fedoro/David Schneider/Helen Lindsay/John Knoll/Rolf Saxon,Brian De Palma
75000000,Science Fiction/Adventure/Fantasy,70160,hallucination/dystopia/female protagonist/bow and arrow/knife throwing/knife fight/game/archery/blindness/glamour/roasted pig/sponsor/chariot/fictional tv show/mine explosion/based on young adult novel,68.550698,Lionsgate/Color Force,United States of America,2012-03-12,691210692,142.0,The Hunger Games,6.9,9455,Jennifer Lawrence/Josh Hutcherson/Liam Hemsworth/Woody Harrelson/Elizabeth Banks/Lenny Kravitz/Stanley Tucci/Donald Sutherland/Wes Bentley/Toby Jones/Alexander Ludwig/Isabelle Fuhrman/Amandla Stenberg/Willow Shields/Sandra Ellis Lafferty/Paula Malcomson/Rhoda Griffis/Raiko Bowman/Dwayne Boyd/Anthony Reynolds/Judd Lormand/Nelson Ascencio/Bruce Bundy/Latarsha Rose/Dayo Okeniyi/Leven Rambin/Jack Quaid/Jacqueline Emerson/Ian Nelson/Kalia Prescott/Ethan Jamieson/Mackenzie Lintz/Annie Thurman/Imanol Yepez-Frias/Dakota Hood/Amber Chaney/Karan Kendrick/Phillip Troy Linger/Kimiko Gelman/Kate Kneeland/Steve Coulter/Sharon Conley/Tim Taylor/John William Ross/Julie Ivey/Bill Bennett/Jeremy Bonham/Mary Fox,Gary Ross
80000000,Comedy,45243,sun glasses/interpol/undercover cop/hangover/duringcreditsstinger,58.040149,Legendary Pictures/Living Films/Green Hat Films/Warner Bros.,United States of America,2011-05-25,254455986,102.0,The Hangover Part II,6.2,3739,Bradley Cooper/Ed Helms/Zach Galifianakis/Justin Bartha/Ken Jeong/Paul Giamatti/Mike Tyson/Jeffrey Tambor/Mason Lee/Jamie Chung/Sasha Barrese/Gillian Vigman/Aroon Seeboonruang/Nirut Sirichanya/Yasmin Lee/Nick Cassavetes/Sondra Currie/Bryan Callen/Brody Stevens/Michael Berry Jr./Andrew Howard/Penpak Sirikul/Crystal the Monkey/Manel Soler,Todd Phillips
80000000,Action/Fantasy,364,holiday/corruption/double life/dc comics/crime fighter/hallucination/christmas tree/gotham city/vigilante/superhero/violence/dark hero/fictional city/super villain/super powers/deformed/bird cage/evil circus/christmas holiday,59.113174,PolyGram Filmed Entertainment/Warner Bros.,United Kingdom/United States of America,1992-06-19,280000000,126.0,Batman Returns,6.6,1673,Michael Keaton/Danny DeVito/Michelle Pfeiffer/Christopher Walken/Michael Gough/Pat Hingle/Vincent Schiavelli/Michael Murphy/Cristi Conaway/Paul Reubens/Diane Salinger,Tim Burton
80000000,Comedy/Animation/Family,7518,squirrel/eating and drinking/vororte/garden/grizzly bear/entrapment/suburbian idyll/garbage/forest/turtle/hiding in a garbage container/skunk/racoon/animal,36.32705,Pacific Data Images (PDI)/DreamWorks Animation,United States of America,2006-04-22,343397247,83.0,Over the Hedge,6.3,1074,Bruce Willis/Garry Shandling/Steve Carell/Wanda Sykes/William Shatner/Nick Nolte/Thomas Haden Church/Allison Janney/Eugene Levy/Catherine O'Hara/Avril Lavigne/Omid Djalili/Sami Kirkpatrick/Shane Baumel/Madison Davenport/Ariel Winter/Jessie Flower,Karey Kirkpatrick
80000000,Animation/Family,11544,sister sister relationship/extraterrestrial technology/hawaii/adoption/mutation/alien life-form/alien phenomenons/animation/dog/dead parents,55.659988,Walt Disney Pictures/Walt Disney Feature Animation,United States of America,2002-06-21,145771527,85.0,Lilo & Stitch,7.1,1314,Chris Sanders/Daveigh Chase/Tia Carrere/David Ogden Stiers/Kevin McDonald/Ving Rhames/Kevin Michael Richardson/Jason Scott Lee/Zoe Caldwell/Amy Hill/Susan Hegarty,Chris Sanders
85000000,Comedy/Family/Fantasy,9986,hero/barn/spider/pig/egg/friendship/spring/uncle/friends/rescue/survival/talking animal/grass/family/desk/raincoat/talking pig,14.132582999999999,Paramount Pictures/Kerner Entertainment Company,Germany/United States of America,2006-12-15,144000000,97.0,Charlotte's Web,5.8,288,Julia Roberts/Steve Buscemi/John Cleese/Oprah Winfrey/Cedric the Entertainer/Reba McEntire/Kathy Bates/Robert Redford/Thomas Haden Church/André Benjamin/Dominic Scott Kay/Sam Shepard/Abraham Benrubi/Dakota Fanning/Kevin Anderson/Essie Davis/Siobhan Fallon/Louis Corbett/Robyn Arthur/Julian O'Donnell/Gary Basaraba/Nate Mooney/Nicholas Bell/Beau Bridges/Teague Rook/Julia Zemiro/Denise Kirby/Robert Plazek/Joseph Lotesto/Michael Roland/Don Bridges/Ian Watkin/Joel McCrary/Brian Stepanek/Fred Tatasciore/Bradley White/Maia Kirkpatrick/Jennessa Rose/Briana Hodge/Dale Azzopardi/Geoff Burgess/Ella Scott Lynch/Greg Marian/Stefano Mazzeo/Elizabeth Saunders,Gary Winick
75000000,Action/Drama/Romance,8656,usa president/nasa/metereologist/space mission/comet/natural disaster/tsunami/astronomer/astronaut/woman director/disaster movie,34.070054,Paramount Pictures/DreamWorks SKG/Zanuck/Brown Productions/Manhattan Project,United States of America,1998-05-08,140464664,120.0,Deep Impact,5.9,855,Robert Duvall/Téa Leoni/Elijah Wood/Vanessa Redgrave/Morgan Freeman/Maximilian Schell/Leelee Sobieski/James Cromwell/Jon Favreau/Laura Innes/Mary McCormack/Richard Schiff/Blair Underwood/Charles Martin Smith/Una Damon/Dougray Scott/Derek de Lint/Suzy Nakamura/Alimi Ballard/W. Earl Brown/Denise Crosby/Jason Dohring/Tucker Smallwood/Mike O'Malley/Kurtwood Smith/Ron Eldard,Mimi Leder
84000000,Action/Comedy/Crime/Thriller,146216,paris/london england/cia/russia/mi6/hired killer/exploding airplane,44.34333,DC Comics/Di Bonaventura Pictures/Summit Entertainment/DC Entertainment,Canada/France/United States of America,2013-07-18,0,116.0,RED 2,6.4,1526,Bruce Willis/Catherine Zeta-Jones/Anthony Hopkins/Helen Mirren/John Malkovich/Mary-Louise Parker/David Thewlis/Neal McDonough/Lee Byung-hun/Neve Gachev/Lee Asquith-Coe/George Georgiou/Paul Hopkins/Garrick Hagon/Brian Cox/Tim Pigott-Smith/Bentley Kalu/Mitchell Mullen/Michael Vardian/Jong Kun Lee/Martin Sims/Tristan D. Lalla/Khalid Laith/Tom Wu/Emilio Doorgasingh/David Papava/Dan Jeannotte/Aleksandar Mikić/Vincent Hoss-Desmarais/Nathalie Buscombe/Tony Pritchard/Kirris Riviere/Wahab Sheikh/Steven Berkoff/Vlasta Vrána/Robert Davide/Adam Shaw/Tom Hodgkins/Emma Heming/Moe Jeudy-Lamour/Penny Bunton/Nathan Wiley/Eric Davis/Andrew Byron/Alexandre Gorchkov/Michael Hearn/Sandra Lavoie/Rebecca Croll/Georg Nikoloff/Bianca Bellange/Kevin Woodhouse/Terry Maguire/Xavier Laurent/Sherif Eltayeb/Alan Grice/Thomas Thoroe/Yo Santhaveesuk/Waj Ali/Tony Smith/James Jaysen Bryhan/Philip Arditti,Dean Parisot
82000000,Comedy/Drama,9291,prison/american football/prisoner/blackmail/supervisor/sport,26.065735,Paramount Pictures/Columbia Pictures Corporation/MTV Films/Happy Madison Productions/Callahan Filmworks,United States of America,2005-05-19,190320568,113.0,The Longest Yard,6.2,785,Adam Sandler/Chris Rock/Burt Reynolds/Michael Irvin/Nelly/Bill Goldberg/Terry Crews/Bob Sapp/Nicholas Turturro/Dalip Singh Rana/Lobo Sebastian/Steve Reevis/Tracy Morgan/William Fichtner/Bill Romanowski/Kevin Nash/Steve Austin/Brian Bosworth/Michael Papajohn/Conrad Goode/Brandon Molale/James Cromwell/Cloris Leachman/Rob Schneider/Jason Williams/Chris Berman/Jim Rome/Dan Patrick/Ed Lauter/Big Boy/Courteney Cox/Sean Salisbury,Peter Segal
75000000,Comedy/Fantasy/Family/Music/Animation,55301,sequel/chipmunk/cruise ship/overboard,23.473004,Fox 2000 Pictures,United States of America,2011-12-14,342695435,87.0,Alvin and the Chipmunks: Chipwrecked,5.4,484,Jason Lee/David Cross/Jenny Slate/Andy Buckley/Justin Long/Matthew Gray Gubler/Jesse McCartney/Christina Applegate/Amy Poehler/Anna Faris/Alan Tudyk,Mike Mitchell
